bounding_box,class_probability,classification_label,display,group_label,scores,scores_sequence,PARAMS,Probabilities_Updated,Map_Name_Updated,updated_lineitem_params,lineitem_number_Updated,fileId,PageNumber,Value_Canvas_Region_X,Value_Canvas_Region_Y,Value_Canvas_Region_Width,Value_Canvas_Region_Height,Map_Result_Text,lineitem_original,File_Name,Map_Name,Map_Name_Predicted,Map_Name_Original
"[816, 397, 75, 24, '(250)']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,816,397,75,24,(250),,1900000276_2019_CA05.pdf,,No class,No class
"[921, 397, 142, 21, '953-1700']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,921,397,142,21,953-1700,,1900000276_2019_CA05.pdf,,No class,No class
"[606, 398, 158, 20, 'Victoria:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,606,398,158,20,Victoria:,,1900000276_2019_CA05.pdf,,No class,No class
"[816, 431, 75, 25, '(250)']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,816,431,75,25,(250),,1900000276_2019_CA05.pdf,,No class,No class
"[921, 431, 49, 21, '564']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,921,431,49,21,564,,1900000276_2019_CA05.pdf,,No class,No class
"[995, 431, 68, 21, '0616']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,995,431,68,21,0616,,1900000276_2019_CA05.pdf,,No class,No class
"[609, 433, 173, 25, 'Pr.George:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,609,433,173,25,Pr.George:,,1900000276_2019_CA05.pdf,,No class,No class
"[1781, 450, 52, 21, 'T8T']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1781,450,52,21,T8T,,1900000276_2019_CA05.pdf,,No class,No class
"[1342, 451, 162, 26, 'Completed']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1342,451,162,26,Completed,,1900000276_2019_CA05.pdf,,No class,No class
"[1524, 451, 48, 26, 'by:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1524,451,48,26,by:,,1900000276_2019_CA05.pdf,,No class,No class
"[1633, 452, 36, 19, 'ML']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1633,452,36,19,ML,,1900000276_2019_CA05.pdf,,No class,No class
"[79, 454, 368, 38, 'www.dyedurham.com']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,79,454,368,38,www.dyedurham.com,,1900000276_2019_CA05.pdf,,No class,No class
"[2139, 455, 246, 40, '8883988-2']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,2139,455,246,40,8883988-2,,1900000276_2019_CA05.pdf,,No class,No class
"[816, 464, 75, 25, '(778)']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,816,464,75,25,(778),,1900000276_2019_CA05.pdf,,No class,No class
"[921, 464, 141, 22, '312-0182']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,921,464,141,22,312-0182,,1900000276_2019_CA05.pdf,,No class,No class
"[608, 465, 174, 20, 'Facsimile:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,608,465,174,20,Facsimile:,,1900000276_2019_CA05.pdf,,No class,No class
"[811, 498, 250, 21, '1-800-661-1811']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,811,498,250,21,1-800-661-1811,,1900000276_2019_CA05.pdf,,No class,No class
"[607, 499, 70, 20, 'Toll']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,607,499,70,20,Toll,,1900000276_2019_CA05.pdf,,No class,No class
"[1342, 500, 72, 19, 'Team']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1342,500,72,19,Team,,1900000276_2019_CA05.pdf,,No class,No class
"[1633, 500, 54, 19, 'VIC']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1633,500,54,19,VIC,,1900000276_2019_CA05.pdf,,No class,No class
"[1708, 500, 162, 19, 'CORPORATE']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1708,500,162,19,CORPORATE,,1900000276_2019_CA05.pdf,,No class,No class
"[700, 501, 82, 18, 'Free:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,700,501,82,18,Free:,,1900000276_2019_CA05.pdf,,No class,No class
"[154, 557, 128, 35, 'Client']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,154,557,128,35,Client,,1900000276_2019_CA05.pdf,,No class,No class
"[296, 557, 225, 35, 'Reference:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,296,557,225,35,Reference:,,1900000276_2019_CA05.pdf,,No class,No class
"[1160, 557, 192, 35, 'Solicitor:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1160,557,192,35,Solicitor:,,1900000276_2019_CA05.pdf,,No class,No class
"[152, 629, 97, 35, 'NDS']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,152,629,97,35,NDS,,1900000276_2019_CA05.pdf,,No class,No class
"[267, 629, 213, 35, 'CANADA']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,267,629,213,35,CANADA,,1900000276_2019_CA05.pdf,,No class,No class
"[617, 629, 171, 35, 'SOLAR']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,617,629,171,35,SOLAR,,1900000276_2019_CA05.pdf,,No class,No class
"[882, 629, 190, 35, 'EX-PRO']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,882,629,190,35,EX-PRO,,1900000276_2019_CA05.pdf,,No class,No class
"[494, 630, 105, 34, 'AND']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,494,630,105,34,AND,,1900000276_2019_CA05.pdf,,No class,No class
"[802, 630, 64, 34, 'VP']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,802,630,64,34,VP,,1900000276_2019_CA05.pdf,,No class,No class
"[1350, 736, 200, 36, 'Attention:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1350,736,200,36,Attention:,,1900000276_2019_CA05.pdf,,No class,No class
"[86, 737, 170, 35, 'Account']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,86,737,170,35,Account,,1900000276_2019_CA05.pdf,,No class,No class
"[269, 737, 85, 35, 'No.:']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,269,737,85,35,No.:,,1900000276_2019_CA05.pdf,,No class,No class
"[377, 737, 139, 36, '117935']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,377,737,139,36,117935,,1900000276_2019_CA05.pdf,,No class,No class
"[1580, 737, 164, 35, 'AGNES']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1580,737,164,35,AGNES,,1900000276_2019_CA05.pdf,,No class,No class
"[1762, 737, 80, 35, 'LIU']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,1762,737,80,35,LIU,,1900000276_2019_CA05.pdf,,No class,No class
"[188, 821, 578, 44, 'EY LAW (TORONTO) LLP']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,188,821,578,44,EY LAW (TORONTO) LLP,,1900000276_2019_CA05.pdf,,No class,No class
"[193, 869, 465, 35, '100 ADELAIDE ST W']",1,No class,1,1,"[1, 0, 0, 0, 0, 0, 0, 0]","['No class', 'main|||item_description||line_items', 'main|||item_total||line_items', 'main|||Item_unit_count||line_items', 'main|||item_unit_value||line_items', 'main|||product_number||line_items', 'main|||item_unit_vat_rate||line_items', 'main|||line_item_number||line_items']","[1, 0, 0, 0, 0, 0, 0, 0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",No class,"[0.0, 0.0, 0.0, 0.0, 1.0]",,5e86ef31b4c91101a0c9f021,1,193,869,465,35,100 ADELAIDE ST W,,1900000276_2019_CA05.pdf,,No class,No class
